user_id	item_id	amt	nb
11946105	602	65842.11	1
19891530	201	56289.82	2
30334239	201	85152.48	4
11030607	256	30552.05	3
19805661	605	63988.17	1
13596246	622	89067.04	1
11885175	211	23192.00	1
11863881	622	931405.70	1
11968722	140	1390699.41	8
13554693	602	197867.90	8
11740617	141	10973.32	1
39064122	605	8200.95	2
38879253	625	7258.61	1
9112401	200	270371.99	8
18356976	201	95480.37	1
27885582	609	125218.27	2
29053026	201	18295.88	4
11869191	603	66899.67	2
11962242	623	73120.08	4
11887470	100	126519.89	1
11757942	607	215799.17	2
27565317	627	146615.00	1
18241182	603	132593.15	1
38926413	117	8536.99	1
23863977	211	98827.00	1
11811348	608	53657.48	1
37637325	140	90028.21	1
12618414	602	131948.95	6
27826281	623	30647.34	4
9043884	603	261658.06	5
9631737	211	56680.00	1
11873646	140	1394528.55	13
12634506	201	8094.65	1
28996569	100	42066.11	1
28069983	608	11556.53	1
11820600	200	77600.77	2
19896525	141	36595.82	1
38789739	603	68231.83	7
11770029	605	0.00	1
27828927	140	390343.82	1
12630582	202	94057.46	1
37889829	140	231265.48	2
38910771	605	0.00	1
11936718	140	1006281.51	6
11919447	141	31875.00	1
11906280	117	1035705.16	1
28991952	140	790036.30	4
27836568	623	10351.15	1
38809665	200	370309.03	5
28989846	623	68700.56	1
11816433	510	0.00	1
11895570	211	108000.00	1
27919089	607	126383.44	1
11945655	608	53144.99	2
18329994	603	186393.17	5
18244845	602	125618.92	3
11967174	625	169027.26	1
11853351	609	15158.72	1
11853180	602	492931.68	9
11955528	201	182985.55	5
29010582	602	199934.60	1
11797290	605	1375213.25	1
28993545	150	4924.80	1
11925927	141	450888.82	5
14065065	413	75612.43	1
11704473	201	1207914.22	59
27832194	607	535952.02	1
11967516	603	1462432.38	7
9026037	622	37977.33	1
11811348	602	568531.20	5
38801394	140	6837.53	1
11969235	150	31660.71	1
4959441	627	34499.42	1
11735262	629	17939.61	1
27864513	602	336504.66	4
11932317	201	239656.81	11
40941522	605	0.00	1
11898603	623	377603.19	3
28997757	622	289507.09	2
11970693	601	127990.47	1
12643749	602	93660.10	4
11791656	211	85020.00	1
38890710	140	98595.14	1
27884979	622	49352.89	1
11968695	140	4910923.58	10
11908593	608	75029.22	1
11840247	201	1256581.13	38
12634479	201	286584.62	3
11787408	140	501625.05	3
11880036	211	26977.10	1
27280152	607	100239.62	2
11953800	622	79303.43	1
29066796	413	221437.85	1
29047788	621	193755.10	1
11944629	211	289900.00	1
12630960	623	94357.16	1
11819412	510	476410.51	3
11958435	140	3832017.99	6
11767860	140	213347.76	3
11954250	100	96421.93	2
39349584	605	0.00	1
28014201	602	91229.43	5
38073060	623	27951.51	1
12628485	603	121970.11	4
18285147	622	72235.52	3
14410791	140	17522.70	1
11881908	200	7423.38	1
11932488	603	241891.29	8
11932497	629	41110.12	1
11904858	201	599206.23	14
11895021	700	0.00	1
12647745	700	0.00	1
11919447	100	24877.35	1
38915793	603	40054.34	1
10445508	140	275706.39	5
11785131	201	2007.31	1
12627819	629	298744.70	1
38269710	201	10371.09	1
11066904	201	539806.98	7
11934522	100	50415.00	1
348102	602	477.19	1
11854818	605	0.00	3
11777607	608	2992999.21	4
11805516	602	456458.82	3
29003670	621	6905.80	1
27566010	141	243763.57	1
38816136	200	178497.30	2
28981071	100	152095.00	2
11743677	603	112184.17	1
39843765	627	479459.70	1
38897307	100	133974.74	1
18302184	627	63220.90	1
18223479	256	17799.59	1
11906352	510	144079.07	1
28010655	100	127400.00	3
13578363	607	339389.01	3
39826143	140	158687.73	1
11853387	100	167066.21	2
13610205	150	144398.59	2
11955501	201	65531.01	2
11968839	608	471987.63	1
11916297	602	375319.77	2
28998405	608	101788.86	2
9110340	629	8925.41	1
9112383	211	42105.00	1
38798838	603	169573.15	6
11965194	607	358901.40	2
11905686	150	9862.41	1
27618561	200	46890.16	3
11884581	140	60657.72	1
12609693	141	135009.26	2
28450656	211	42736.00	1
12619089	201	319048.43	4
14081346	602	70087.36	1
18248067	607	47891.71	2
11789190	603	316029.50	8
27276489	608	8846.74	1
18072396	629	35879.22	1
12618621	621	318175.08	1
11867049	209	100153.06	1
23445477	200	143467.81	5
11934504	201	512265.77	11
11811897	605	0.00	1
11893518	608	97549.95	4
37621764	605	0.00	1
9106245	623	122950.17	5
11728215	100	57260.65	2
11804058	200	83065.84	1
11962224	200	1810968.77	10
23443632	602	224882.05	2
27476964	623	37286.68	4
11827755	623	60717.22	1
23447718	603	148261.78	1
11895021	140	338101.74	4
9111267	200	50096.32	2
11869920	201	9185.44	1
18723645	605	205799.45	1
38927853	201	16500.03	1
27886005	607	497194.00	2
11388384	141	125945.68	2
4952196	141	21714354.89	71
11862576	209	4161.09	1
11925189	622	38490.78	3
11923515	603	8013.11	1
39152853	608	21914.76	5
11829366	211	26710.00	1
13591809	150	57797.35	1
12631716	628	78411.96	1
11961756	313	21919.80	1
11835927	622	188273.04	1
18329679	623	114031.74	2
11901267	602	59324.63	2
11060226	603	129486.07	2
12641571	622	79456.31	5
11868642	200	171005.77	2
23450985	621	965691.40	1
11947041	140	328046.05	1
11912436	607	24754.56	1
11028033	201	36302.13	3
14076765	603	79.94	1
11855538	100	0.00	1
27328122	602	27239.62	2
11794662	140	87838.89	1
12661956	201	149254.49	1
12638088	140	127738.91	4
11938536	623	150805.72	1
18281403	608	10696.76	2
11031444	622	6529.03	1
5040144	621	120620821.96	15
11889297	200	43588.14	5
11822184	140	533543.36	3
38931804	602	394754.89	4
19814877	140	172329.75	1
42301242	623	235204.60	1
9112617	608	72312.69	4
14404338	608	98490.56	4
37027917	605	0.00	1
23448735	100	236346.53	3
11856645	607	117032.70	3
9111924	200	12605.81	2
11966985	141	388112.28	2
10441143	205	4774.25	1
12666546	608	596092.39	1
38876742	200	85322.13	4
12651462	200	447.69	2
13601295	141	78211.51	1
18280134	628	17051.07	1
11774151	627	237585.58	1
37666305	211	215384.00	1
38898729	201	108463.50	8
28981287	607	206034.95	1
39808827	200	250989.42	4
31508433	200	0.00	1
18308214	602	43164.91	6
11962431	140	387781.96	4
27859851	205	0.00	1
41383962	608	70613.14	5
347850	430	9445114.63	2
18147852	140	723669.27	5
11906982	201	1772904.27	4
12610152	607	125109.79	1
11920248	700	0.00	1
11910483	602	5999578.37	6
12634128	256	19594.70	1
11844765	602	76610.75	1
11775663	384	6097.82	2
4500675	700	0.00	1
30363093	622	267184.98	1
38832156	622	147473.87	1
11948823	603	837450.81	11
41400378	211	64274.70	1
14410737	100	34515.00	2
12624264	602	684597.28	1
11703879	621	1322964.00	1
11932488	624	63916.81	1
38758032	140	592952.24	15
38760291	602	1514696.43	9
11905506	201	38.89	2
14416461	622	146448.43	1
11829510	201	78527.06	9
11960577	140	625266.37	5
12616416	140	394782.64	2
11773485	410	2795930.88	1
11864997	141	530574.67	3
12618396	256	46446.47	1
18550539	111	0.00	2
11833983	201	9324.10	3
11848068	141	66265.90	1
11859426	140	951301.60	6
11847870	605	0.00	2
19811709	201	79237.71	1
19896786	211	13335.00	1
11753757	624	88489.30	1
38889657	602	17198.39	1
11898837	603	28859.70	1
28078470	701	0.00	1
348066	690	0.00	1
23448825	603	38050.49	1
11901897	621	62588.06	1
38760291	608	121088.58	1
9106659	140	72309.00	3
9096363	623	86496.57	8
11876499	629	16317.54	1
11873115	100	62432.17	3
11964825	211	14423.40	1
27465840	629	14203.02	1
27490752	629	10809.02	2
38830635	608	105189.92	2
11064645	623	155696.83	3
27756261	621	337808.32	1
11743218	605	71999.08	2
12637161	626	38099.57	1
38747754	622	7054.68	1
11791350	601	46735.74	1
38916045	607	9526.62	1
11876328	622	374085.88	2
11959830	607	47776.11	1
11887299	602	1868732.66	3
38328579	608	127664.76	1
12666402	140	268568.00	4
11815218	413	1365533.43	1
38830635	201	443597.79	9
38763018	605	0.00	1
11784969	602	533834.32	1
11833911	140	123300.34	1
27876897	200	22908.40	1
31509927	603	42435.36	2
11890278	602	54755.00	1
19893348	200	37587.18	5
11779767	140	295110.36	12
11894598	105	167931.91	1
11900151	140	584461.15	3
12612627	140	101329.66	1
11736828	221	36909.39	1
11891898	140	1276708.10	15
31500189	141	192513.26	1
19814787	604	34193.20	1
31504419	602	194551.90	2
9614871	603	50349.31	3
11872791	623	61869.99	3
27185202	200	15764.00	1
19906398	200	3010494.16	2
11729502	150	17644.23	1
11873502	603	188510.49	7
31508226	607	16360.76	1
11948031	607	828123.88	2
11888964	201	149583.67	1
11932767	608	198430.76	4
11949336	256	9888.66	1
11967345	200	336358.99	11
12661893	623	351485.31	3
11944413	607	201907.81	1
11909583	627	76800.57	1
27889479	621	229010.12	1
30367251	140	152656.61	4
11897064	606	1203000.00	1
27610038	628	23338.19	1
38789739	624	892.69	1
11957760	110	68204.96	1
11828925	608	239650.75	4
11938086	603	731732.86	5
11872890	201	119232.98	2
23435442	201	0.00	1
27832194	700	0.00	1
38919978	140	0.00	1
11610018	603	64569.60	1
11862585	603	27052.14	2
29160369	140	193487.18	1
19814877	623	219853.99	3
27707733	603	675529.64	5
29020815	623	48710.01	1
27886464	603	52385.06	2
40091877	201	387693.29	21
11810907	201	45004.23	1
11936520	141	1556535.66	2
11849373	700	0.00	1
11857401	623	117872.44	4
29161827	621	577268.07	1
39345507	201	207943.61	1
11791170	200	24168.33	2
28987362	603	423571.32	9
11809998	100	341889.66	2
18357138	603	9161.58	1
12633552	141	3270441.17	12
38961162	605	0.00	1
11958903	712	63970743.64	1
11907891	200	25772.18	1
11927169	603	107432.14	2
37067760	200	50641.07	3
38878740	602	127079.22	9
38801682	604	0.00	1
11856861	141	72356.73	2
11802312	603	30571.72	2
14415435	200	45601.40	1
11830725	109	97200.00	1
38271069	100	221789.23	1
38913345	201	1058543.84	11
14058774	117	487258.42	1
11849553	602	2655661.33	6
38754648	605	68.68	2
18274869	622	124500.30	1
18193797	201	142511.55	11
38811735	141	36443.52	1
30416391	413	184031.59	1
11854809	605	3320.84	4
16372521	209	134459.87	1
11963682	200	52596.31	3
11951883	602	305549.24	6
42300522	627	258226.20	1
9026937	621	71115.34	1
37067895	202	45841.30	1
12635316	117	2713212.71	5
27736722	603	9941.26	1
11977623	608	19564.82	1
30357198	201	511278.84	17
38833785	605	290.10	2
11893905	622	0.00	1
12641742	603	54727.99	1
11856888	256	37030.51	1
11931624	140	667379.28	3
38883888	627	364326.63	1
11962134	602	103036.78	3
11031444	117	8337.98	1
11859939	605	380176.48	4
11962710	623	266521.74	1
11862531	623	100976.47	1
70002	141	0.00	10
11943351	411	106245.00	1
11856852	141	291448.28	3
11707452	602	198607.14	3
38895651	622	599451.54	3
11964735	140	92426.87	1
11892420	602	42617.78	2
9903969	213	13280.00	1
11951325	605	0.00	1
11909106	230	15217.95	1
18643482	205	81104.72	1
18330084	201	413044.22	6
38831184	623	15087.18	1
14407920	201	6536.82	1
39872970	623	110226.48	2
27318258	201	0.00	1
11978226	201	40170.01	7
12616407	603	110650.67	2
11969487	141	183315.84	2
11803392	609	121864.54	2
19813743	623	74550.86	1
11928474	703	0.00	1
39872385	140	63289.83	3
11965329	623	144525.99	5
11919978	141	477958.16	2
38827422	201	722154.79	10
11940534	606	482520.00	1
11809854	141	60316.54	1
11778255	608	349457.54	2
27644454	602	5063226.99	9
30393972	140	293510.00	2
11729493	150	18118.02	1
11728737	608	32851.52	1
18073098	622	15983.59	1
12658230	623	93532.31	1
27350919	623	44647.96	1
19802268	200	101866.45	9
11935971	201	3733.70	1
11829672	603	36122.78	1
11821914	700	0.00	1
11803779	603	348182.09	3
27953379	211	28070.00	1
11920338	200	23036.08	2
14082291	605	0.00	1
11968938	211	1426410.00	1
11908485	201	278018.60	13
28530045	608	35870.92	1
11970459	623	123431.74	4
9098595	201	653642.83	12
27588492	201	53153.72	1
11973024	140	243266.85	5
11934684	602	490542.05	5
11859426	623	84059.26	1
29053836	200	13284.73	1
11792628	200	104510.64	2
27687132	622	65702.67	1
11864178	141	452601.68	9
19814841	200	62209.72	2
11884014	602	164366.21	3
11922327	150	383.66	1
11975589	623	229472.43	4
11834055	608	36674.15	2
30362283	623	35712.43	1
38872566	201	13865.13	3
11872026	603	1181919.48	10
11906964	603	211785.43	4
29048571	200	0.00	1
18192618	201	73322.02	1
38766375	701	0.00	1
37896696	200	30854.52	1
39337407	622	18769.30	1
11851146	605	21604.59	2
11818161	608	1487057.06	2
14415507	607	103079.37	1
38327652	201	1254059.83	7
14065056	413	73812.61	1
38799765	603	528673.44	7
18316728	603	79018.88	5
9099045	623	125946.05	3
11850750	141	26161991.97	23
18379512	211	22169.30	1
12666258	603	89607.82	1
27502443	622	49328.70	4
11030994	270	21991.98	2
27942894	623	57576.59	1
27918468	621	155500.70	1
29013795	602	183133.87	2
11746323	201	3.82	1
38885346	608	467075.54	2
18228951	201	484244.59	10
11067777	602	115165.00	1
28441278	201	103642.83	9
12667986	602	218860.48	2
30393315	211	98245.00	1
18339183	201	3667360.70	5
29057130	623	32211.32	1
11897172	608	44983.90	1
18321444	622	51450.83	1
38205909	602	877645.20	2
9115578	200	419503.74	5
9038106	256	9888.66	1
27567162	627	686920.47	1
11899548	607	40403.13	2
38809665	141	242755.81	1
27488250	141	148394.91	3
11751642	603	94703.24	2
39873384	623	10601.21	1
11913948	607	25694.11	1
11892024	256	60221.51	2
11941335	200	28215.92	1
38830644	200	517132.75	8
38823840	201	58696.00	1
11958534	211	213680.00	1
11830968	140	119140.47	2
18348858	603	78638.18	1
19811700	211	5668.00	1
11851722	141	15688.71	1
28998189	201	17422.31	1
39167262	622	9767.64	1
38864466	201	6040357.47	20
4952196	201	621855.14	10
11857383	100	39807.90	1
27487053	200	387591.48	12
11948301	621	185010.93	1
18727281	603	780598.73	15
23448708	140	150543.79	1
12651993	140	130392.50	5
11036286	605	101049.37	1
11876499	603	231878.11	9
13560795	140	135564.18	2
11744172	623	4998.95	1
11937834	628	92639.60	1
18335880	623	67493.42	1
38827899	608	51448.21	1
12647889	117	275890.29	1
37812780	201	478491.95	9
11964330	602	454770.50	2
12631869	201	66954.05	2
11870073	150	557488.36	3
11859399	606	72343.02	1
12661182	700	0.00	1
18899919	700	0.00	1
9111438	256	5838.81	1
42300495	256	14999.36	1
11959758	603	70532.56	1
29009610	201	9032.64	4
4955913	607	36880.27	1
12644685	605	0.00	2
9103140	141	31385.67	2
11759643	626	512698.75	1
11863953	607	170640.51	2
19810008	141	103665.56	1
38827278	605	99.99	2
11892987	623	250153.00	3
11958570	141	60614.43	3
27688644	607	53976.49	3
11919492	205	72715.46	1
11969397	629	252712.76	1
11957949	140	2467463.34	12
11960577	605	125384.48	1
9014868	621	30392.96	1
11975769	141	65279.90	2
38918799	608	215266.65	1
11962737	209	18090.32	1
11855232	602	37862.51	1
11944125	602	76049.58	1
11936376	623	152053.10	2
23863428	603	589290.25	4
28454949	603	360324.64	5
11756124	201	117357.81	1
18328635	200	11663.09	1
39064806	141	773114.80	4
11977794	608	39011.61	1
28996461	603	39434.54	1
37626921	605	0.00	1
11964717	200	222624.28	2
11961288	603	16625.80	1
39224808	205	8765.70	1
12642651	602	222934.48	6
11921679	140	2200094.48	3
9641115	602	104843.07	1
11919492	230	0.00	2
18156789	627	703755.23	2
11961756	608	1243075.23	3
11957031	141	269147.26	4
39061017	607	171613.99	2
18166428	256	35197.16	1
11958930	200	284903.39	15
11802042	201	266643.64	10
18223479	608	16065.47	1
38896587	602	148261.73	1
11754657	201	26995.35	2
11873754	602	125003.65	2
11708964	602	88853.02	8
12623337	603	14909.81	1
11964456	624	10934.81	1
11965194	200	144627.08	1
11717181	140	597887.35	5
11957202	201	453347.81	14
27549783	413	37789.65	1
19814256	621	79536.33	1
11718981	603	141894.37	3
27841680	605	54.39	1
11772981	140	263128.86	2
18074376	607	12923.30	1
27883800	622	323380.62	4
18702522	200	0.00	1
38800755	605	55.96	2
11844495	603	193726.70	2
11900169	608	79996.12	3
27886806	622	72393.67	1
11968902	605	14444.44	1
29012715	629	30858.85	1
28456380	607	80316.52	2
13598748	603	29140.30	1
11974482	625	88266.40	1
12635316	150	929096.41	2
27839178	150	2268037.65	3
11955015	201	778606.67	4
11859570	603	322055.84	6
31506291	140	0.00	8
11897676	384	1112.65	1
11850750	100	264832.36	2
11778831	201	626644.70	23
28981476	607	78451.47	2
9641106	602	151585.07	1
11810907	608	63955.55	2
28530045	602	110967.13	3
11728737	602	78640.11	2
11961756	201	1661832.60	6
18218817	230	117.27	1
11894454	623	500420.21	2
38792862	270	41707.74	1
11907351	201	681997.28	11
41401134	205	55490.77	1
30362589	627	50239.44	1
27841347	622	9237.87	1
38830203	201	424.43	2
13573179	601	65218.58	1
39347451	624	2678.07	1
11857770	140	123514.20	1
30361311	256	49449.75	3
11853378	609	19889.09	1
11967075	603	171321.29	1
347949	625	0.00	1
27727803	602	126985.14	1
9113418	200	90760.00	1
27886338	623	213301.70	2
11945799	621	42324.00	1
14411880	607	239071.98	2
27864270	140	195828.87	2
11916585	256	227896.32	1
9109773	211	62348.00	1
18235854	623	20682.96	3
11702520	621	414457.90	1
12656268	621	79763.16	1
9100863	622	50945.78	2
9634221	200	381710.04	4
11835144	602	116297.83	2
13614255	603	403998.12	5
11481867	603	171678.04	10
11956302	117	494593.42	4
11948067	607	6227.42	1
42300351	605	0.00	1
39060369	603	2044.10	1
27213174	607	380709.69	1
31509792	910	0.00	1
38878263	603	700607.16	6
11883240	602	1181179.92	7
11736828	200	739034.18	23
13540320	602	416181.08	2
14426667	606	72331.02	1
11896101	141	1350143.51	8
38876652	605	0.00	1
9115047	621	95640.34	1
37893339	140	348986.76	4
12604995	140	92036.12	1
11930634	608	1311432.15	6
19801251	205	171679.54	1
11952459	608	25188.65	2
11722644	603	194321.03	4
29003103	140	92072.46	1
11951325	209	26891.97	1
11720907	201	62062.50	3
39062844	629	31641.80	1
11706462	605	0.00	1
11795922	141	70255.33	1
19816740	117	971104.68	1
11969460	602	810871.23	8
11893932	602	74160.98	1
28990278	603	109925.57	1
9111258	100	145875.00	1
38807253	605	0.00	1
39062862	608	75366.20	1
18732555	140	98953.53	1
11949876	201	67067.64	7
18378054	622	34090.47	1
11907990	629	111772.18	1
11950668	140	657106.06	4
27804222	623	25876.66	5
38830626	140	250138.37	2
12667725	603	947698.98	11
37980558	230	1227.93	1
11779641	140	17323.23	1
23868153	140	17526.21	1
11897748	621	33944.21	1
11791278	201	172680.22	12
39826089	605	19366.44	2
38710836	623	14985.91	1
38344572	200	27569.93	3
11766915	626	512592.50	1
38810475	627	899040.35	1
27309690	706	0.00	1
11927628	608	220767.76	2
19805661	603	221171.56	4
38865888	200	11326.67	3
19811304	150	146036.24	1
11385342	607	1429645.99	3
11812410	623	340533.20	2
11721420	211	45407.00	1
11915073	140	119607.96	1
38813805	623	51458.79	1
14047398	607	323894.81	1
11870775	141	146344.93	1
11827683	607	76862.65	1
12601665	603	42049.90	1
39353337	609	35267.39	1
11875491	201	2813861.78	1
11841948	201	777499.38	20
12644100	150	0.00	1
38883645	201	288050.46	18
11058714	621	188907.41	1
38872782	623	57848.97	1
38888181	201	308810.84	12
18725445	333	6512.94	1
4970088	105	26276.72	1
11960694	141	3549675.83	4
39343113	603	162371.19	8
9901134	141	13358.71	1
11038752	622	238477.35	1
12618396	608	331040.21	3
28071756	628	86719.38	1
11923308	200	0.00	1
11868372	627	87030.72	1
12652335	117	947934.12	1
11952261	200	64134.97	2
38786346	201	68733.07	9
9113364	622	10170.42	1
38879253	605	550453.88	3
29009043	627	476814.25	1
12634128	608	123027.52	4
11972925	200	412398.03	4
41401134	230	0.00	1
12646989	141	36868.96	3
11789631	141	6561936.55	39
38795832	221	57065.82	1
348309	602	1.30	1
11868471	100	32607.30	1
11779164	607	86644.97	1
30360555	230	0.00	1
18267957	629	31393.49	1
27848079	141	0.00	1
29020059	201	144594.64	1
29002374	602	125348.25	2
11829951	608	242350.63	1
11796381	605	696.45	2
11892024	602	376488.33	8
11950191	140	331956.01	4
11889189	200	29249.67	1
12623724	201	154948.77	3
29067795	621	270974.00	1
11927556	201	1568847.87	8
11782494	201	95950.95	2
11855268	256	51890.72	1
27870948	201	88111.04	2
27888228	602	380086.81	7
11054052	700	0.00	1
27307791	603	16259.78	1
13598910	140	175451.24	2
28990953	602	44379.59	1
18658368	622	192388.33	1
11972214	627	201032.50	1
18350001	603	447323.46	5
11975607	621	42057.64	1
11966778	605	1657.99	1
11962935	622	80781.16	2
18036261	602	363923.81	3
11812410	140	88021.12	1
11936340	201	35306.02	2
11972574	629	12321.06	1
13581243	201	28886.92	2
11700324	627	154874.26	1
9112905	100	442672.72	2
11902743	141	491013.53	3
11942100	605	522426.81	1
12604806	202	27033.00	1
